juror,date,winner,loser,magnitude,reasoning
L1Juror1,2026-04-05T23:22:58.793Z,argotorg/solidity,ethers-io/ethers.js,6,"Programming languages are ~1/3 as important as exec clients, solidity has a ~90% market share, marked down to ~80% because of the value of diversity.

Meanwhile, ethers.js is ~1/3 of the UI pipeline (also, wallets, dapp interfaces), which I rate ~1/3 as important as clients, and it has ~45% market share, marked down to 40% because of the value of diversity.

1/3 * 0.8 vs 1/3 * 1/3 * 0.4 -> 6x for solidity"
L1Juror1,2026-04-05T23:24:24.155Z,ethereum/consensus-specs,ethereum/go-ethereum,1.67,"consensus-specs were critical to the Ethereum consensus layer, I would rate, ~50% as important as all consensus clients together. geth has ~40% market share, marked down to ~30% due to value of diversity.

So 0.5 vs 0.3 -> 1.67x for consensus specs"
L1Juror75,2026-04-11T00:39:55.886Z,ethereum/go-ethereum,OffchainLabs/prysm,2.5,
L1Juror75,2026-04-11T00:40:23.305Z,ethereum/go-ethereum,ethereum/EIPs,1.5,
L1Juror75,2026-04-11T00:40:42.980Z,OpenZeppelin/openzeppelin-contracts,ethereum/EIPs,1.5,
L1Juror75,2026-04-11T00:41:05.795Z,ethereum/EIPs,NethermindEth/nethermind,1.3,
L1Juror75,2026-04-11T00:41:18.641Z,l2beat/l2beat,risc0/risc0-ethereum,1.5,
L1Juror75,2026-04-11T00:41:24.861Z,ethereum/go-ethereum,NethermindEth/nethermind,1.1,
L1Juror75,2026-04-11T00:41:39.780Z,OpenZeppelin/openzeppelin-contracts,NethermindEth/juno,7.5,
L1Juror75,2026-04-11T00:41:58.847Z,OffchainLabs/prysm,flashbots/mev-boost,1.9,
L1Juror75,2026-04-11T00:42:07.066Z,l2beat/l2beat,DefiLlama/DefiLlama-Adapters,1.6,
L1Juror75,2026-04-11T00:42:15.681Z,OffchainLabs/prysm,l2beat/l2beat,1.7,
L1Juror76,2026-04-30T08:13:36.386Z,status-im/nimbus-eth2,protofire/solhint,2.25,"Nimbus-eth2 is one of only ~5 production-grade Ethereum consensus client implementations, directly protecting client diversity which is critical for L1 security and censorship resistance. A bug or monoculture in CL implementations could halt the chain. Solhint is a useful Solidity linter but operates in developer tooling, where many alternatives exist (Slither, Mythril, foundry's built-in checks). Protocol-critical infrastructure outweighs dev tooling on Ethereum-ecosystem value."
L1Juror76,2026-04-30T08:18:42.307Z,DefiLlama/DefiLlama-Adapters,succinctlabs/op-succinct,1.43,"DefiLlama-Adapters powers the canonical TVL/yield data layer used by virtually every DeFi dashboard, governance forum, treasury report, and risk monitor across the ecosystem. op-succinct is genuinely innovative work integrating SP1 zero-knowledge proofs into the OP Stack, but as of 2026 it remains in early production rollout. DefiLlama wins moderately on current ecosystem reach despite less technical novelty."
L1Juror76,2026-04-30T08:19:07.113Z,NomicFoundation/hardhat,protofire/solhint,3.4,"Hardhat is the dominant Solidity development environment — compilation, testing, deployment, plugin ecosystem — used by nearly every major protocol team writing production code. Solhint is a high-quality complement (linting) but is strictly a sub-component within the broader workflow that Hardhat orchestrates. The ~3.4× advantage reflects Hardhat's role as core infrastructure vs Solhint as one tool within it."
L1Juror76,2026-04-30T08:19:23.107Z,eth-infinitism/account-abstraction,DefiLlama/DefiLlama-Adapters,1.15,"eth-infinitism/account-abstraction is the canonical ERC-4337 reference implementation that defined an entire UX paradigm now adopted by Coinbase Smart Wallet, Safe{Wallet}, Argent, ZeroDev, and many others. DefiLlama-Adapters is critical DeFi observability infrastructure but operates downstream of protocol design. I weigh account-abstraction slightly higher for its role in shaping a new transaction model whose compound effect grows with each smart-account deployment.
"
L1Juror76,2026-04-30T08:19:49.248Z,NomicFoundation/hardhat,DefiLlama/DefiLlama-Adapters,3.44,"Hardhat is core Solidity development infrastructure used by most protocol teams writing production code — testing harness, deployment scripts, plugin framework. DefiLlama-Adapters provides crucial DeFi data observability but is not where new contracts are built or shipped. Production code authorship sits upstream of all data observation, justifying Hardhat's ~3.4× weight.
"
L1Juror76,2026-04-30T08:20:06.657Z,OpenZeppelin/openzeppelin-contracts,status-im/nimbus-eth2,3.5,"OpenZeppelin's audited contract libraries (ERC-20, ERC-721, AccessControl, ReentrancyGuard, etc.) are imported into the majority of deployed Ethereum contracts holding meaningful value, making it foundational to almost every smart contract on chain. Nimbus-eth2 is one valuable consensus client among five — important for diversity but redundant by design. OpenZeppelin's near-universal adoption justifies the ~3.5× weight."
L1Juror76,2026-04-30T08:20:19.760Z,eth-infinitism/account-abstraction,ethpandaops/checkpointz,2,eth-infinitism's reference 4337 implementation defined the Account Abstraction standard now powering tens of millions of smart accounts across L1 and L2s. ethpandaops/checkpointz is useful infrastructure (community-run checkpoint-sync endpoints serving light clients) but operates as a utility service for a narrower use case. Account Abstraction is a paradigm shift; checkpointz is a service — roughly 2× weight to the paradigm.
L1Juror76,2026-04-30T08:20:40.135Z,dappnode/DAppNode,ethpandaops/checkpointz,1.5,DAppNode lowers the barrier for solo home stakers and node-operators to run validators and full nodes — directly contributing to the decentralization and client-diversity metrics that protect the network. checkpointz is a useful checkpoint-sync provider but addresses a narrower problem (initial light-client sync). Solo-staker enablement has broader long-term decentralization impact.
L1Juror76,2026-04-30T08:20:55.567Z,protofire/solhint,succinctlabs/op-succinct,1.5,"Solhint is integrated into CI pipelines of thousands of Solidity projects, catching common bugs (re-entrancy patterns, unsafe sends, gas issues) before deployment — millions of npm downloads as evidence of reach. op-succinct is an exciting SP1+OP Stack ZK integration but production adoption is still emerging across few rollups. Solhint's existing footprint outweighs op-succinct's potential by roughly 1.5×."
L1Juror76,2026-04-30T08:21:08.805Z,DefiLlama/DefiLlama-Adapters,dappnode/DAppNode,1.17,"DefiLlama-Adapters powers TVL/yield data across DeFi dashboards used by governance forums, DAO treasuries, and researchers — broad ecosystem-wide visibility. DAppNode enables home stakers and self-custodial node operators, valuable for decentralization but reaches a smaller (though important) audience. I weight DefiLlama slightly higher for breadth of dependent users."
L1Juror77,2026-05-02T10:20:55.921Z,wevm/viem,ethpandaops/checkpointz,2.1,
L1Juror77,2026-05-02T10:21:14.867Z,ethereum/execution-apis,ethpandaops/checkpointz,4.5,
L1Juror77,2026-05-02T10:21:27.387Z,foundry-rs/foundry,wevm/viem,2.25,
L1Juror77,2026-05-02T10:21:35.214Z,foundry-rs/foundry,status-im/nimbus-eth2,2.6,
L1Juror77,2026-05-02T10:21:43.646Z,ethers-io/ethers.js,ethpandaops/checkpointz,4.1,
L1Juror77,2026-05-02T10:22:02.035Z,foundry-rs/foundry,blockscout/blockscout,2.38,
L1Juror77,2026-05-02T10:22:19.537Z,supranational/blst,wevm/viem,2.6,
L1Juror77,2026-05-02T10:22:27.348Z,supranational/blst,foundry-rs/foundry,1.1,
L1Juror77,2026-05-02T10:22:35.135Z,safe-global/safe-smart-account,ethpandaops/checkpointz,2.2,
L1Juror77,2026-05-02T10:22:43.613Z,ethereum/execution-apis,status-im/nimbus-eth2,2.4,
L1Juror79,2026-05-05T20:27:50.095Z,foundry-rs/foundry,ethereum/go-ethereum,1.1,
L1Juror79,2026-05-10T10:47:57.887Z,herumi/mcl,dl-solarity/solidity-lib,4,
L1Juror79,2026-05-10T10:48:48.710Z,0xMiden/miden-vm,dl-solarity/solidity-lib,2.5,
L1Juror79,2026-05-10T10:48:54.223Z,herumi/mcl,0xMiden/miden-vm,1.75,
L1Juror79,2026-05-10T10:48:59.926Z,skalenetwork/libBLS,dl-solarity/solidity-lib,1.75,
L1Juror79,2026-05-10T10:49:05.649Z,ethereum/go-ethereum,taikoxyz/taiko-mono,10,
L1Juror79,2026-05-10T10:49:11.355Z,ethereum/go-ethereum,0xMiden/miden-vm,20,
L1Juror79,2026-05-10T10:49:17.090Z,herumi/mcl,smartcontracts/simple-optimism-node,1.5,
L1Juror79,2026-05-10T10:49:22.765Z,argotorg/solidity,Certora/CertoraProver,10,
L1Juror79,2026-05-10T10:49:28.473Z,herumi/mcl,skalenetwork/libBLS,2.5,
L1Juror9,2026-05-25T08:25:56.636Z,foundry-rs/foundry,otterscan/otterscan,20,"Foundry offers a 20x improvement over traditional protocols in terms of development, security, and all related aspects. Otterscan is good for retails but not that order of magnitude better than other tools"
L1Juror9,2026-05-25T08:27:46.292Z,Certora/CertoraProver,evmts/tevm-monorepo,2,"Certora, in my view, stands out as something truly unique in the formal verification ecosystem. It’s arguably the most advanced and developer-friendly option out there. Its impact on security is greater than that of TEVM on EVM clients."
L1Juror9,2026-05-25T08:28:21.723Z,aestus-relay/mev-boost-relay,otterscan/otterscan,3,mev boost help form a shared standard for MEV
L1Juror9,2026-05-25T08:29:13.174Z,aestus-relay/mev-boost-relay,powdr-labs/powdr,1.5,MEV Boost is essential and sits at the heart of the MEV ecosystem.
L1Juror9,2026-05-25T08:30:27.390Z,evmts/tevm-monorepo,dl-solarity/solidity-lib,5,solidity-lib is not closed yet to be a standard or widely used library
L1Juror9,2026-05-25T08:31:07.672Z,foundry-rs/foundry,Vectorized/solady,10,Foundry is still fundamentally too important and has made a much bigger impact than any Solidity template.
L1Juror9,2026-05-25T08:31:45.972Z,foundry-rs/foundry,dl-solarity/solidity-lib,10,
L1Juror9,2026-05-25T08:32:04.496Z,aestus-relay/mev-boost-relay,evmts/tevm-monorepo,2,
L1Juror9,2026-05-25T08:33:24.401Z,blockscout/blockscout,Vectorized/solady,2,Blockscout is really impactful because it allows many Layer 2s and other EVM-compatible chains to have their own explorer.
L1Juror9,2026-05-25T08:33:47.987Z,evmts/tevm-monorepo,powdr-labs/powdr,1.1,
L1Juror80,2026-05-26T18:15:48.300Z,foundry-rs/foundry,DefiLlama/chainlist,10,
L1Juror80,2026-05-26T18:16:10.295Z,argotorg/solidity,flashbots/mev-boost-relay,20,
L1Juror80,2026-05-26T18:16:30.250Z,ethereum/go-ethereum,ethers-io/ethers.js,10,
L1Juror80,2026-05-26T18:17:02.351Z,alloy-rs/alloy,DefiLlama/chainlist,3,
L1Juror80,2026-05-26T18:17:38.720Z,ethereum/go-ethereum,argotorg/solidity,1,
L1Juror80,2026-05-26T18:17:50.903Z,Vectorized/solady,ethers-io/ethers.js,3,
L1Juror80,2026-05-26T18:18:02.653Z,argotorg/solidity,a16z/halmos,30,
L1Juror80,2026-05-26T18:18:28.092Z,ethereum/go-ethereum,foundry-rs/foundry,10,
L1Juror80,2026-05-26T18:18:38.914Z,flashbots/mev-boost-relay,alloy-rs/alloy,5,
L1Juror80,2026-05-26T18:18:49.427Z,Vectorized/solady,foundry-rs/foundry,2,
L1Juror25,2026-05-27T07:32:57.501Z,foundry-rs/foundry,Plonky3/Plonky3,3,
L1Juror25,2026-05-27T07:33:44.501Z,ethereum/consensus-specs,argotorg/solidity,10,
L1Juror25,2026-05-27T07:34:42.326Z,argotorg/solidity,sigp/lighthouse,2.5,
L1Juror25,2026-05-27T07:35:19.145Z,taikoxyz/taiko-mono,powdr-labs/powdr,2,
L1Juror25,2026-05-27T07:36:03.731Z,foundry-rs/foundry,aestus-relay/mev-boost-relay,25,
L1Juror25,2026-05-27T07:36:27.643Z,Plonky3/Plonky3,aestus-relay/mev-boost-relay,10,
L1Juror25,2026-05-27T07:36:53.523Z,OpenZeppelin/openzeppelin-contracts,taikoxyz/taiko-mono,4,
L1Juror25,2026-05-27T07:37:07.158Z,foundry-rs/foundry,powdr-labs/powdr,15,
L1Juror25,2026-05-27T07:37:24.160Z,OpenZeppelin/openzeppelin-contracts,aestus-relay/mev-boost-relay,14,
L1Juror25,2026-05-27T07:37:43.643Z,Plonky3/Plonky3,powdr-labs/powdr,8,
L1Juror42,2026-05-27T08:46:37.135Z,NethermindEth/nethermind,taikoxyz/taiko-mono,5,"These projects are working on different parts of the stack. Nethermind is used and relied on by (tens of) thousands of node operators around the world. Taiko is a barely used, based zk/TEE rollup. Very different usage.
Nethermind has shown how far efficiency can be pushed in Ethereum clients. The client is extremely stable and used by many people. Without Nethermind, Ethereum would be different today. Taiko on the other hand is a first shot at a based rollup, with a lot of compromises to make it work. One could say it did not reached the goal yet to make based rollups fully permissionless and trustless, but it is an important step to bring rollups further along that axis. "
L1Juror24,2026-05-30T15:29:25.269Z,Commit-Boost/commit-boost-client,a16z/halmos,1.5,Commit-Boost is more relevant to what I've been engaging with (mainly MEV and validators). It's a critical software to prevent centralization when validator duties become more diverse and complex. On the other hand Helios is also a very important piece of Ethereum's decentralization but people just haven't pay enough attention to light clients yet. They are both super important.
L1Juror24,2026-05-30T15:30:48.294Z,foundry-rs/foundry,ChainSafe/bls,10,Foundry is the go-to dev tool in Ethereum while the ChainSafe/bls is just one of the BLS library.
L1Juror24,2026-05-30T15:33:14.938Z,l2beat/l2beat,paulmillr/noble-curves,10,"L2Beat is the watcher for all Ethereum users and push every protocols in the ecosystem to improve harder with their transparent introspection into each protocol, just amazing work."
L1Juror24,2026-05-30T15:35:15.007Z,foundry-rs/foundry,paulmillr/noble-curves,7,Noble is great but Foundry is just on a different scale.
L1Juror24,2026-05-30T15:36:35.212Z,EspressoSystems/jellyfish,ChainSafe/bls,1.1,Slightly prefer jellyfish because it's used by more protocols.
L1Juror24,2026-05-30T15:38:54.595Z,OpenZeppelin/openzeppelin-contracts,Vectorized/solady,3,They are both heavily used by Solidity devs but I personally do not favor trading off readability for gas efficiency.
L1Juror24,2026-05-30T15:39:25.210Z,l2beat/l2beat,ChainSafe/bls,10,
L1Juror24,2026-05-30T15:40:51.089Z,paulmillr/noble-curves,ChainSafe/bls,3,Noble serves as the cornerstone to many libraries built on top.
L1Juror24,2026-05-30T15:41:31.458Z,l2beat/l2beat,taikoxyz/taiko-mono,6.9,Open-sourced Based Rollup development is great but L2Beat is just too important.
L1Juror24,2026-05-30T15:42:16.133Z,OpenZeppelin/openzeppelin-contracts,foundry-rs/foundry,1.5,OZ contracts reaches both Hardhat devs and Foundry devs.
L1Juror42,2026-06-02T09:10:16.329Z,arkworks-rs/algebra,EspressoSystems/jellyfish,3,"As far as I have seen, algebra is used in many other projects in the zk space, including jellyfish. I have not found that many uses of jellyfish. Jellyfish seems to have been in use for some time, but recently the usage went down. That is why I would say algebra is more important, but far less than an order of magnitude more important. "
L1Juror42,2026-06-02T09:21:46.568Z,sigp/lighthouse,taikoxyz/taiko-mono,10,"Lighthouse had so much more impact on the space than Taiko. It is widely used itself, the libraries they developed are used by many other projects as well. Easily a 10x over taiko. "
L1Juror42,2026-06-02T09:25:36.610Z,taikoxyz/taiko-mono,arkworks-rs/algebra,1.5,"Difficult to compare these two. Algebra is a small library, used by many people. Taiko is a first attempt at a based rollup, even though they took some shortcuts here and there. Algebra is narrow in scope and very important. It can be programmed with a handful of skilled people, whereas taiko is a whole rollup, which needs tons of more time to develop. Unfortunately, Taiko did not find product market fit, so the value it brought as a rollup is limited at the moment, but it is a basis some other rollups build upon. Both projects are important in their own way, I put taiko slightly higher because of the larger scope and potential future impact forks of taiko will have. "
L1Juror42,2026-06-02T09:28:57.660Z,NethermindEth/nethermind,libp2p/libp2p,3,Libp2p is used by all Ethereum clients. It is the fundamental communications library. Nethermind has their own implementation of libp2p and many other client teams do so as well. Nethermind brought a lot more value to the Ethereum Ecosystem by building the fastest execution client though.
L1Juror42,2026-06-02T09:38:10.906Z,NethermindEth/nethermind,Vectorized/solady,10,"Solady are gas optimization snippets for Ethereum smart contracts written in solidity, whereas Nethermind is a full execution client. Gas optimizations are important and it is even more important that not everyone optimizes their code on their own and introduces additional bugs in the process. Nevertheless, Nethermind brought massively more value to the ecosystem by being the client which managed to break the geth supermajority and delivers a fast and reliable implementatio for most use cases. That is an order of magnitude difference, for me at least."
L1Juror42,2026-06-02T09:48:09.542Z,NethermindEth/nethermind,otterscan/otterscan,10,"Otterscan is a simple and fast block explorer. I use it from time to time, especially when privacy and local queries are needed. As far as I have seen it is mostly used by Alt L1s and not so much in the Ethereum ecosystem itself. Alternatives to Etherscan are important and that is what otterscan can bring. Nethermind is a huge reason for the resilience of Ethereum which easily makes it an of magnitude more important in terms of value to bring to Ethereum."
L1Juror42,2026-06-02T09:52:38.179Z,libp2p/libp2p,taikoxyz/taiko-mono,3,"Libp2p is the basis of communication between Ethereum clients. This brings a massive value to Ethereum. Taiko is a first step towards a based rollup, with some shortcuts. Some other projects build on top of Taiko though. If taiko would have achieved a proper based rollup implementation it would have brought more value to the ecosystem. That is why I would say libp2p brought more value by maybe a factor of 3 or so. "
L1Juror42,2026-06-02T09:54:19.122Z,libp2p/libp2p,Vectorized/solady,5,"Libp2p is the basis of communication between Ethereum clients. This brings a massive value to Ethereum. Solady are code snippets for gas optimizations. This is important as well, just not as much. "
L1Juror42,2026-06-02T10:10:17.978Z,Vectorized/solady,OffchainLabs/stylus-sdk-rs,1.1,Stylus is an important step to allow people who do not know solidity to program smart contracts on Arbitrum. It seems to only have limited adoption though. FOr example I am not aware of any large project using it. Solady delivers gas optimizations for solidity contracts. This in itself is very important as well. That is why set them to about equal value.
L1Juror41,2026-06-04T16:58:24.022Z,ethereum/consensus-specs,succinctlabs/sp1,2,
L1Juror41,2026-06-04T16:59:35.125Z,ethers-io/ethers.js,ethereum/EIPs,1.5,ethers.js is a linchpin of the browser experience to connect to the Ethereum network.
L1Juror41,2026-06-04T16:59:51.396Z,ethers-io/ethers.js,succinctlabs/sp1,2,
L1Juror41,2026-06-04T17:00:13.946Z,succinctlabs/sp1,vyperlang/vyper,1.5,
L1Juror41,2026-06-04T17:00:24.423Z,vyperlang/vyper,ethstaker/ethstaker-deposit-cli,2,
L1Juror41,2026-06-04T17:00:37.179Z,sigp/lighthouse,succinctlabs/sp1,3,
L1Juror41,2026-06-04T17:00:47.603Z,ethereum/consensus-specs,vyperlang/vyper,2.5,
L1Juror41,2026-06-04T17:00:57.762Z,flashbots/mev-boost-relay,sigp/lighthouse,1.5,
L1Juror41,2026-06-04T17:01:07.623Z,ethereum/EIPs,vyperlang/vyper,3,
L1Juror41,2026-06-04T17:01:21.690Z,ethereum/consensus-specs,sigp/lighthouse,2.1,
L1Juror81,2026-06-09T12:00:43.570Z,ethereum/EIPs,libp2p/libp2p,5,EIPs are a fundamental building block of the Ethereum ecosystem. Same can be said for libp2p but EIPs are deeper in the importance graph.
L1Juror81,2026-06-09T12:01:02.183Z,libp2p/libp2p,foundry-rs/foundry,2,
L1Juror81,2026-06-09T12:01:13.998Z,libp2p/libp2p,arkworks-rs/algebra,7,
L1Juror81,2026-06-09T17:58:29.765Z,OpenZeppelin/openzeppelin-contracts,libp2p/libp2p,1.5,
L1Juror81,2026-06-09T17:58:48.861Z,ethers-io/ethers.js,foundry-rs/foundry,2.5,
L1Juror81,2026-06-09T17:59:01.891Z,paradigmxyz/reth,arkworks-rs/algebra,3,
L1Juror81,2026-06-09T17:59:15.051Z,foundry-rs/foundry,arkworks-rs/algebra,3,
L1Juror81,2026-06-09T17:59:28.522Z,ethereum/go-ethereum,arkworks-rs/algebra,5,
L1Juror81,2026-06-09T17:59:43.192Z,OpenZeppelin/openzeppelin-contracts,foundry-rs/foundry,5,
L1Juror81,2026-06-09T17:59:54.422Z,ethers-io/ethers.js,arkworks-rs/algebra,10,
L1Juror1,2025-12-01T12:48:48.212Z,succinctlabs/sp1,a16z/helios,3,"SP1 is one of the major ZK-EVM provers and is already used in various projects in the Ethereum ecosystem. Helios is a light client verification software library. SP1 is one-of-many and Helios is close to unique (though now Colibri also exists), but SP1 is more mature and has much more mission-critical production usage."
L1Juror1,2025-12-01T12:51:05.260Z,OffchainLabs/prysm,a16z/helios,5.5,"Consensus clients are critical for the operation of the Ethereum network, and Prysm is the second largest one, with ~22% market share. Helios does important work, but it is early-stage and not yet used by many projects. On the whole, intuitively, the Ethereum network existing at all is ~50x more important than light client access, consensus clients are half of that, and Prysm is ~22% of that, so 50 * 0.5 * 0.22 = 5.5"
L1Juror1,2025-12-01T12:52:16.330Z,ethereum/go-ethereum,hyperledger/besu,1.5,"Geth has 41% market share, Besu 16%, in the same space (execution clients). But we give Besu relatively more score (than 16/41 of geth) because it contributes to client diversity more as a minority client."
L1Juror1,2025-12-01T12:54:05.820Z,ethereum/go-ethereum,a16z/helios,10,"Intuitively, Ethereum existing at all is 50x more important than light client access (what Helios does). Exec clients get half of that, geth is 42%, but we penalize a bit because it's #1 so it contributes less to client diversity. So we get 50x * 0.5 * 0.3 = 7.5x, and then increase to 10x because Helios is not the only game in town on light client access (Colibri exists too)"
L1Juror1,2025-12-01T12:55:07.361Z,hyperledger/besu,ethstaker/ethstaker-deposit-cli,8,"Intuitively, Ethereum existing at all is ~50x more important than staking convenience. Execution clients are half of that, and Besu is 16% of that, so 50 * 0.5 * 0.16 = 8"
L1Juror1,2025-12-01T12:58:15.474Z,hyperledger/besu,ethers-io/ethers.js,1.2,"Intuitively, the Ethereum network is ~5x more important than the ability to access it with javascript. Exec  clients are responsible for half of that, and Besu is 16% of exec client market share. Meanwhile, ethers.js gets 1/3 of the credit for javascript usability. 5 * 0.5 * 0.16 = 0.4, compare to 0.333 for ethers.js, hence 1.2x"
L1Juror1,2025-12-01T13:01:28.537Z,OffchainLabs/prysm,succinctlabs/sp1,1.67,"Consensus clients are critical for the operation of the Ethereum network, and Prysm is the second largest one, with ~22% market share. SP1 does important work, but not the only project in the ZK-EVM space. On the whole, intuitively, the Ethereum network existing at all is ~5x more important than the ZK-proving space. There, Succinct gets ~1/3 credit. Consensus clients are half of the ethereum network, and Prysm is ~22% of that, so 5 * 0.5 * 0.22 = 0.55, whereas succinct is 0.33, so we get ~1.67"
L1Juror1,2025-12-01T13:06:41.454Z,OffchainLabs/prysm,ethers-io/ethers.js,1.7,"Intuitively, the Ethereum network is ~5x more important than the ability to access it with javascript. Consensus clients are responsible for half of that, and Prysm is 22% of consensus client market share. Meanwhile, ethers.js gets 1/3 of the credit for javascript usability. 5 * 0.5 * 0.22 = 0.55, compare to 0.333 for ethers.js, hence 1.7x"
L1Juror1,2025-12-01T13:09:02.544Z,sigp/lighthouse,hyperledger/besu,1.5,"By raw market share, 48/16=3, but besu is minority so it contributes more to market share"
L1juror46,2025-12-17T16:58:15.905Z,OpenZeppelin/openzeppelin-contracts,l2beat/l2beat,2,"Openzeppelin source code is widely used in production by many dAppps.

L2Beat advisory/research is valuable, but they don't directly influence safety of user funds to the extend OZepppelin source code does."
L1juror46,2025-12-17T17:00:33.966Z,argotorg/solidity,Consensys/teku,5,"There are multiple consensus clients, but there is only one ""mainstream"" Solidity stack. "
L1juror46,2025-12-17T17:07:05.346Z,vyperlang/vyper,ethereum/EIPs,8,Vyper - python-like language is more important than administrative work which goes into publishing EIPs.
L1juror46,2025-12-17T17:08:20.054Z,vyperlang/vyper,argotorg/hevm,7,
L1juror46,2025-12-17T17:09:09.308Z,ethereum/consensus-specs,argotorg/solidity,9,
L1juror46,2025-12-17T17:09:39.466Z,Consensys/teku,argotorg/hevm,5,5
L1juror46,2025-12-17T17:10:02.211Z,argotorg/solidity,ethereum-lists/chains,10,
L1juror46,2025-12-17T17:10:14.408Z,vyperlang/vyper,Consensys/teku,8,
L1juror46,2025-12-17T17:10:21.476Z,argotorg/solidity,l2beat/l2beat,5,
L1juror46,2025-12-17T17:10:28.869Z,ethereum/consensus-specs,NomicFoundation/hardhat,7,
L1juror47,2025-12-17T17:22:19.673Z,remix-project-org/remix-project,scaffold-eth/scaffold-eth-2,10,
L1juror47,2025-12-17T17:22:34.413Z,ethereum/go-ethereum,OpenZeppelin/openzeppelin-contracts,4,
L1juror47,2025-12-17T17:23:20.268Z,blockscout/blockscout,safe-global/safe-smart-account,2,Decentralized open block explorers are critical. Safe is great infrastructure but less important.
L1juror47,2025-12-17T17:23:30.558Z,ethers-io/ethers.js,remix-project-org/remix-project,2,
L1juror47,2025-12-17T17:24:11.403Z,argotorg/sourcify,ethereum-lists/chains,2,
L1juror47,2025-12-17T17:24:19.156Z,safe-global/safe-smart-account,argotorg/sourcify,2,
L1juror47,2025-12-17T17:24:27.938Z,ethers-io/ethers.js,blockscout/blockscout,2,
L1juror47,2025-12-17T17:24:35.541Z,ethereum-lists/chains,scaffold-eth/scaffold-eth-2,2,
L1juror47,2025-12-17T17:24:43.076Z,ethers-io/ethers.js,ethereum-lists/chains,4,
L1juror47,2025-12-17T17:24:49.876Z,OpenZeppelin/openzeppelin-contracts,argotorg/sourcify,2,
L1Juror48,2025-12-17T19:58:22.300Z,argotorg/solidity,NomicFoundation/hardhat,2,"The actual language, vs the testing infrastructure"
L1juror49,2025-12-18T08:13:03.662Z,ethereum/consensus-specs,ethstaker/eth-docker,2,
L1juror49,2025-12-18T08:13:57.977Z,ethereum/consensus-specs,Consensys/teku,5,a single source of truth for ethereum consensus vs an implementation
L1juror49,2025-12-18T08:15:06.107Z,OpenZeppelin/openzeppelin-contracts,ethereum/consensus-specs,1.1,both are critical at different layers
L1juror49,2025-12-18T08:16:11.002Z,ethereum/EIPs,succinctlabs/sp1,5,"EIP has broader range of impact. SP1 is very early stage plus there are multiple teams doing similar goals, although SP1 seems to be one of the leaders"
L1juror49,2025-12-18T08:17:34.721Z,OpenZeppelin/openzeppelin-contracts,ChainSafe/lodestar,10,"openzeppeling contracts speed up the learning curve for dapp developers and also help keep dapps more secure, lodestar is one of many consensus clients"
L1juror49,2025-12-18T08:18:40.082Z,ChainSafe/lodestar,Consensys/teku,1.1,"lodestar is a smaller team hence helping more with decentralization, I appreciate teku’s work too though"
L1juror49,2025-12-18T08:19:23.616Z,NomicFoundation/hardhat,succinctlabs/sp1,10,"hardhat enables smart contract development, sp1 is still early stage prototyping and R&D"
L1juror49,2025-12-18T08:20:59.841Z,ethstaker/eth-docker,ethereum/EIPs,2,"EIPs have broader range of impact but its value comes from the contributors to individual EIPs than the project itself, if comparing specifically the EIPs as a project then eth-docker gives much more added value"
L1juror49,2025-12-18T08:22:09.260Z,ethstaker/eth-docker,ethpandaops/checkpointz,1.5,"checkpointz while really valueable for client setup, eth-docker’s impact is more wide"
L1juror49,2025-12-18T08:22:44.206Z,ethstaker/eth-docker,ChainSafe/lodestar,2,a user tool vs one of multiple clients
L1Juror50,2025-12-20T14:23:40.594Z,flashbots/rbuilder,swiss-knife-xyz/swiss-knife,7,"Whereas Swiss Knife is an ease of access point many self-learning developers, or at times, for the prolific ones who need simple user interfaces in case-specific environments, Flashbot's rbuilder is a hub-and-spoke approach aiming for Rust aficionados as well, given that many Rust people are usually nerdsnipe by Solana, to simplify it even in the case of losing the nuance. That is, I'd support Swiss Knife but any dev in the age of even primitive LLMs can easily build those tools for themselves."
L1Juror50,2025-12-20T14:25:36.878Z,flashbots/mev-boost,swiss-knife-xyz/swiss-knife,50,"This is an easy one. Given my previous evalution of Swiss Knife, which is in fact a multitool I like, mev-boost is a power house node that closes the gap between the better aspects of traditional finance and that of decentralized financial markets."
L1Juror50,2025-12-20T14:26:17.186Z,ethereum/go-ethereum,swiss-knife-xyz/swiss-knife,100,I don't think this needs a comparison eval here.
L1Juror51,2025-12-20T23:07:28.103Z,dappnode/DAppNode,remix-project-org/remix-project,1.5,
L1Juror51,2025-12-20T23:07:40.633Z,ethereum/EIPs,flashbots/mev-boost,10,
L1Juror51,2025-12-20T23:07:50.614Z,foundry-rs/foundry,scaffold-eth/scaffold-eth-2,5,
L1Juror51,2025-12-20T23:07:58.350Z,flashbots/mev-boost,ethstaker/eth-docker,10,
L1Juror51,2025-12-20T23:08:07.658Z,flashbots/mev-boost,scaffold-eth/scaffold-eth-2,10,
L1Juror51,2025-12-20T23:08:18.503Z,foundry-rs/foundry,dappnode/DAppNode,5,
L1Juror51,2025-12-20T23:08:29.311Z,foundry-rs/foundry,blockscout/blockscout,5,
L1Juror51,2025-12-20T23:08:41.298Z,Cyfrin/aderyn,remix-project-org/remix-project,5,
L1Juror51,2025-12-20T23:08:50.225Z,remix-project-org/remix-project,blockscout/blockscout,2,
